Journal,Year,Authors,Title,Paper Ref,Country
Journal of neurosurgery,2005,"Ikenaga M.

Shikata J.

Tanaka C.",Anterior corpectomy and fusion with fibular strut grafts for multilevel cervical myelopathy.,"Journal of neurosurgery. Spine. 3 (2) (pp 79-85), 2005. Date of Publication: Aug 2005.",Japan
Journal of neurosurgery,2005,"Ogawa Y.

Chiba K.

Matsumoto M.

Nakamura M.

Takaishi H.

Hirabayashi H.

Hirabayashi K.

Nishiwaki Y.

Toyama Y.",Long-term results after expansive open-door laminoplasty for the segmental-type of ossification of the posterior longitudinal ligament of the cervical spine: a comparison with nonsegmental-type lesions.,"Journal of neurosurgery. Spine. 3 (3) (pp 198-204), 2005. Date of Publication: Sep 2005.",Japan
Journal of neurosurgery,2005,"Ashkenazi E.

Smorgick Y.

Rand N.

Millgram M.A.

Mirovsky Y.

Floman Y.",Anterior decompression combined with corpectomies and discectomies in the management of multilevel cervical myelopathy: a hybrid decompression and fixation technique.,"Journal of neurosurgery. Spine. 3 (3) (pp 205-209), 2005. Date of Publication: Sep 2005.",Israel
Journal of neurosurgery,2005,"Ikenaga M.

Shikata J.

Tanaka C.",Radiculopathy of C-5 after anterior decompression for cervical myelopathy.,"Journal of neurosurgery. Spine. 3 (3) (pp 210-217), 2005. Date of Publication: Sep 2005.",Japan
Journal of neurosurgery,2005,Hacker R.J.,"Cervical disc arthroplasty: a controlled randomized prospective study with intermediate follow-up results. Invited submission from the joint section meeting on disorders of the spine and peripheral nerves, March 2005.","Journal of neurosurgery. Spine. 3 (6) (pp 424-428), 2005. Date of Publication: Dec 2005.",USA
Journal of Neurosurgical Anesthesiology,2001,"Bhardwaj A.

Long D.M.

Ducker T.B.

Toung T.J.K.",Neurologic deficits after cervical laminectomy in the prone position.,"Journal of Neurosurgical Anesthesiology. 13 (4) (pp 314-319), 2001. Date of Publication: 2001.",USA
Journal of Orthopaedic Science,2007,"Fukui M.

Chiba K.

Kawakami M.

Kikuchi S.-I.

Konno S.-I.

Miyamoto M.

Seichi A.

Shimamura T.

Shirado O.

Taguchi T.

Takahashi K.

Takeshita K.

Tani T.

Toyama Y.

Wada E.

Yonenobu K.

Tanaka T.

Hirota Y.",An outcome measure for patients with cervical myelopathy: Japanese Orthopaedic Association Cervical Myelopathy Evaluation Questionnaire (JOACMEQ): Part 1.,"Journal of Orthopaedic Science. 12 (3) (pp 227-240), 2007. Date of Publication: May 2007.",Japan
Journal of Orthopaedic Science,2007,"Fukui M.

Chiba K.

Kawakami M.

Kikuchi S.-I.

Konno S.-I.

Miyamoto M.

Seichi A.

Shimamura T.

Shirado O.

Taguchi T.

Takahashi K.

Takeshita K.

Tani T.

Toyama Y.

Wada E.

Yonenobu K.

Tanaka T.

Hirota Y.",Japanese Orthopaedic Association Cervical Myelopathy Evaluation Questionnaire (JOACMEQ): Part 2. Endorsement of the alternative item.,"Journal of Orthopaedic Science. 12 (3) (pp 241-248), 2007. Date of Publication: May 2007.",Japan
Journal of Orthopaedic Science,2008,"Fukui M.

Chiba K.

Kawakami M.

Kikuchi S.-I.

Konno S.-I.

Miyamoto M.

Seichi A.

Shimamura T.

Shirado O.

Taguchi T.

Takahashi K.

Takeshita K.

Tani T.

Toyama Y.

Wada E.

Yonenobu K.

Tanaka T.

Hirota Y.","Japanese Orthopaedic Association Back Pain Evaluation Questionnaire. Part 3. Validity study and establishment of the measurement scale: Subcommittee on Low Back Pain and Cervical Myelopathy Evaluation of the Clinical Outcome Committee of the Japanese Orthopaedic Association, Japan.","Journal of Orthopaedic Science. 13 (3) (pp 173-179), 2008. Date of Publication: May 2008.",Japan
Journal of Orthopaedic Science,2001,"Maezawa Y.

Uchida K.

Baba H.",Gait analysis of spastic walking in patients with cervical compressive myelopathy.,"Journal of Orthopaedic Science. 6 (5) (pp 378-384), 2001. Date of Publication: 2001.",Japan
Journal of orthopaedic surgery (Hong Kong),2009,"Kawakita E.

Kasai Y.

Uchida A.`",Low back pain and cervical spondylotic myelopathy.,"Journal of orthopaedic surgery (Hong Kong). 17 (2) (pp 187-189), 2009. Date of Publication: Aug 2009.",Japan
Journal of orthopaedic surgery (Hong Kong),2009,"Cheng S.C.

Yen C.H.

Kwok T.K.

Wong W.C.

Mak K.H.",Anterior spinal fusion versus laminoplasty for cervical spondylotic myelopathy: a retrospective review.,"Journal of orthopaedic surgery (Hong Kong). 17 (3) (pp 265-268), 2009. Date of Publication: Dec 2009.",Hong Kong
Journal of orthopaedic surgery (Hong Kong),2009,"Pang C.H.

Leung H.B.

Yen C.H.",Laminoplasty after anterior spinal fusion for cervical spondylotic myelopathy.,"Journal of orthopaedic surgery (Hong Kong). 17 (3) (pp 269-274), 2009. Date of Publication: Dec 2009.",Hong Kong
Journal of spinal disorders & techniques,2008,"Yabuki S.

Kikuchi S.",Endoscopic surgery for cervical myelopathy due to calcification of the ligamentum flavum.,"Journal of spinal disorders & techniques. 21 (7) (pp 518-523), 2008. Date of Publication: Oct 2008.",Japan
Journal of spinal disorders & techniques,2008,"Tanaka N.

Nakanishi K.

Fujimoto Y.

Sasaki H.

Kamei N.

Hamasaki T.

Yamada K.

Yamamoto R.

Nakamae T.

Ochi M.",Expansive laminoplasty for cervical myelopathy with interconnected porous calcium hydroxyapatite ceramic spacers: comparison with autogenous bone spacers.,"Journal of spinal disorders & techniques. 21 (8) (pp 547-552), 2008. Date of Publication: Dec 2008.",Japan
Journal of spinal disorders & techniques,2015,"Tan M.

Dong L.

Wang W.

Tang X.

Yi P.

Yang F.

Hao Q.

Zhang G.","Clinical application of the ""pedicle exposure technique"" for atlantoaxial instability patients with a narrow c1 posterior arch.","Journal of spinal disorders & techniques. 28 (1) (pp 25-30), 2015. Date of Publication: 01 Feb 2015.",Japan
Journal of Spinal Disorders and Techniques,2005,"Sakai Y.

Matsuyama Y.

Inoue K.

Ishiguro N.",Postoperative instability after laminoplasty for cervical myelopathy with spondylolisthesis.,"Journal of Spinal Disorders and Techniques. 18 (1) (pp 1-5), 2005. Date of Publication: February 2005.",Japan
Journal of Spinal Disorders and Techniques,2005,"Iizuka H.

Nakagawa Y.

Shimegi A.

Tsutsumi S.

Toda N.

Takagishi K.

Shimizu T.",Clinical results after cervical laminoplasty: Differences due to the duration of wearing a cervical collar.,"Journal of Spinal Disorders and Techniques. 18 (6) (pp 489-491), 2005. Date of Publication: December 2005.",Japan
Journal of Spinal Disorders and Techniques,2005,"Wong A.S.

Massicotte E.M.

Fehlings M.G.","Surgical treatment of cervical myeloradiculopathy associated with movement disorders: Indications, technique, and clinical outcome.","Journal of Spinal Disorders and Techniques. 18 (SUPPL. 1) (pp S107-S114), 2005. Date of Publication: February 2005.",USA
Journal of Spinal Disorders and Techniques,2006,"Lin E.L.

Lieu V.

Halevi L.

Shamie A.N.

Wang J.C.",Cervical epidural steroid injections for symptomatic disc herniations.,"Journal of Spinal Disorders and Techniques. 19 (3) (pp 183-186), 2006. Date of Publication: May 2006.",USA
Journal of Spinal Disorders and Techniques,2006,"Doita M.

Sakai H.

Harada T.

Nishida K.

Miyamoto H.

Kaneko T.

Kurosaka M.",Evaluation of impairment of hand function in patients with cervical myelopathy.,"Journal of Spinal Disorders and Techniques. 19 (4) (pp 276-280), 2006. Date of Publication: June 2006.",Japan
Journal of Spinal Disorders and Techniques,2007,"Masaki Y.

Yamazaki M.

Okawa A.

Aramomi M.

Hashimoto M.

Koda M.

Mochizuki M.

Moriya H.",An analysis of factors causing poor surgical outcome in patients with cervical myelopathy due to ossification of the posterior longitudinal ligament: Anterior decompression with spinal fusion versus laminoplasty.,"Journal of Spinal Disorders and Techniques. 20 (1) (pp 7-13), 2007. Date of Publication: February 2007.",Japan
Journal of Spinal Disorders and Techniques,2007,"Caroli E.

Orlando E.R.

D'Andrea G.

Ferrante L.",Anterior cervical fusion with interbody titanium cage containing surgical bone site graft: Our institution's experience in 103 consecutive cases of degenerative spondylosis.,"Journal of Spinal Disorders and Techniques. 20 (3) (pp 216-220), 2007. Date of Publication: May 2007.",Italy
Journal of Spinal Disorders and Techniques,2007,"Yang S.-C.

Yu S.-W.

Tu Y.-K.

Niu C.-C.

Chen L.-H.

Chen W.-J.",Open-door laminoplasty with suture anchor fixation for cervical myelopathy in ossification of the posterior longitudinal ligament.,"Journal of Spinal Disorders and Techniques. 20 (7) (pp 492-498), 2007. Date of Publication: October 2007.",Taiwan
Journal of Spinal Disorders and Techniques,2007,"Takeuchi K.

Yokoyama T.

Ono A.

Numasawa T.

Wada K.

Kumagai G.

Ito J.

Ueyama K.

Toh S.",Cervical range of motion and alignment after laminoplasty preserving or reattaching the semispinalis cervicis inserted into axis.,"Journal of Spinal Disorders and Techniques. 20 (8) (pp 571-576), 2007. Date of Publication: December 2007.",Japan
Journal of Spinal Disorders and Techniques,2008,"Sakaura H.

Hosono N.

Mukai Y.

Oshima K.

Iwasaki M.

Yoshikawa H.",Preservation of the nuchal ligament plays an important role in preventing unfavorable radiologic changes after laminoplasty.,"Journal of Spinal Disorders and Techniques. 21 (5) (pp 338-343), 2008. Date of Publication: July 2008.",Japan
Journal of Spinal Disorders and Techniques,2008,"Chen H.-C.

Chang M.-C.

Yu W.-K.

Wang S.-T.

Liu C.-L.

Chen T.-H.",Lateral mass anchoring screws for cervical laminoplasty: Preliminary report of a novel technique.,"Journal of Spinal Disorders and Techniques. 21 (6) (pp 387-392), 2008. Date of Publication: August 2008.",Taiwan
Journal of Spinal Disorders and Techniques,2009,"Ozer A.F.

Oktenoglu T.

Cosar M.

Sasani M.

Sarioglu A.C.",Long-term follow-up after open-window corpectomy in patients with advanced cervical spondylosis and/or ossification of the posterior longitudinal ligament.,"Journal of Spinal Disorders and Techniques. 22 (1) (pp 14-20), 2009. Date of Publication: February 2009.",Turkey
Journal of Spinal Disorders and Techniques,2009,"Xu B.-S.

Zhang Z.-L.

Le Huec J.-C.

Xia Q.

Hu Y.-C.",Long-term follow-up results and radiographic findings of anterior surgery with Cloward trephination for cervical spondylotic myelopathy.,"Journal of Spinal Disorders and Techniques. 22 (2) (pp 105-113), 2009. Date of Publication: April 2009.",France
Journal of Spinal Disorders and Techniques,2009,"Sembrano J.N.

Mehbod A.A.

Garvey T.A.

Denis F.

Perra J.H.

Schwender J.D.

Transfeldt E.E.

Winter R.B.

Wroblewski J.M.",A concomitant posterior approach improves fusion rates but not overall reoperation rates in multilevel cervical fusion for spondylosis.,"Journal of Spinal Disorders and Techniques. 22 (3) (pp 162-169), 2009. Date of Publication: May 2009.",USA
Journal of Spinal Disorders and Techniques,2009,"Wang X.

Chen Y.

Chen D.

Yuan W.

Chen X.

Zhou X.

Xiao J.

Ni B.

Jia L.",Anterior decompression and interbody fusion with BAK/C for cervical disc degenerative disorders.,"Journal of Spinal Disorders and Techniques. 22 (4) (pp 240-245), 2009. Date of Publication: June 2009.",China
Journal of Spinal Disorders and Techniques,2009,"Jensen W.K.

Moore T.A.

Tribus C.B.

Anderson P.A.

Zdeblick T.A.",Use of patella allograft for anterior cervical diskectomy and fusion.,"Journal of Spinal Disorders and Techniques. 22 (6) (pp 392-398), 2009. Date of Publication: August 2009.",USA
Journal of Spinal Disorders and Techniques,2009,"Wang X.

Chen Y.

Chen D.

Yuan W.

Zhao J.

Jia L.

Zhao D.",Removal of posterior longitudinal ligament in anterior decompression for cervical spondylotic myelopathy.,"Journal of Spinal Disorders and Techniques. 22 (6) (pp 404-407), 2009. Date of Publication: August 2009.",China
Journal of Spinal Disorders and Techniques,2009,"Wei-Bing X.

Wun-Jer S.

Gang L.

Yue Z.

Ming-Xi J.

Lian-Shun J.",Reconstructive techniques study after anterior decompression of multilevel cervical spondylotic myelopathy.,"Journal of Spinal Disorders and Techniques. 22 (7) (pp 511-515), 2009. Date of Publication: October 2009.",Taiwan
Journal of Spinal Disorders and Techniques,2009,"Kato Y.

Kojima T.

Kataoka H.

Imajo Y.

Yara T.

Yoshida Y.

Imagama T.

Taguchi T.",Selective laminoplasty after the preoperative diagnosis of the responsible level using spinal cord evoked potentials in elderly patients with cervical spondylotic myelopathy: A preliminary report.,"Journal of Spinal Disorders and Techniques. 22 (8) (pp 586-592), 2009. Date of Publication: December 2009.",Japan
Journal of Spinal Disorders,2000,"Nakai S.

Yoshizawa H.

Kobayashi S.

Hayakawa K.",Anterior transvertebral herniotomy for cervical disk herniation.,"Journal of Spinal Disorders. 13 (1) (pp 16-21), 2000. Date of Publication: 2000.",Japan
Journal of Spinal Disorders,2000,"Sasai K.

Saito T.

Akagi S.

Kato I.

Ogawa R.","Cervical curvature after laminoplasty for spondylotic myelopathy - Involvement of yellow ligament, semispinalis cervicis muscle, and nuchal ligament.","Journal of Spinal Disorders. 13 (1) (pp 26-30), 2000. Date of Publication: 2000.",Japan
Journal of Spinal Disorders,2002,"Suzuki E.

Nakamura H.

Konishi S.

Yamano Y.",Analysis of the spastic gait caused by cervical compression myelopathy.,"Journal of Spinal Disorders. 15 (6) (pp 519-522), 2002. Date of Publication: December 2002.",Japan
Journal of Spinal Disorders,2003,"Kawaguchi Y.

Kanamori M.

Ishiara H.

Nobukiyo M.

Seki S.

Kimura T.",Preventive measures for axial symptoms following cervical laminoplasty.,"Journal of Spinal Disorders. 16 (6) (pp 497-501), 2003. Date of Publication: December 2003.",Japan
Journal of the College of Physicians and Surgeons Pakistan,2000,"Ashraf A.T.

Kazmi S.A.M.

Qureshi N.A.",Cervical spondylotic myelopathy: Indications for surgery and choice of operative approach.,"Journal of the College of Physicians and Surgeons Pakistan. 10 (9) (pp 321-324), 2000. Date of Publication: 2000.",Pakistan
Journal of the Neurological Sciences,2005,"Lo Y.L.

Chan L.L.

Tan C.T.

Chen J.L.T.

Tan S.B.",Pectoralis major motor evoked potentials in cervical spondylosis.,"Journal of the Neurological Sciences. 235 (1-2) (pp 55-59), 2005. Date of Publication: 15 Aug 2005.",Singapore
"Journal of traditional Chinese medicine = Chung i tsa chih ying wen pan / sponsored by All-China Association of Traditional Chinese Medicine, Academy of Traditional Chinese Medicine",2000,"Liu X.

Liu S.",Evaluation of therapeutic effect of maneuver-dominated method in 30 cases of cervical spondylotic myelopathy.,"Journal of traditional Chinese medicine = Chung i tsa chih ying wen pan / sponsored by All-China Association of Traditional Chinese Medicine, Academy of Traditional Chinese Medicine. 20 (4) (pp 282-286), 2000. Date of Publication: Dec 2000.",China
Journal of Zhejiang University: Science B,2009,"Liu Y.

Yu K.-Y.

Hu J.-H.",Hybrid decompression technique and two-level corpectomy are effective treatments for three-level cervical spondylotic myelopathy.,"Journal of Zhejiang University: Science B. 10 (9) (pp 696-701), 2009. Date of Publication: 2009.",China
Kaohsiung Journal of Medical Sciences,2003,"Lin C.-N.

Wu Y.-C.

Wang N.-P.

Howng S.-L.",Preliminary experience with anterior interbody titanium cage fusion for treatment of cervical disc disease.,"Kaohsiung Journal of Medical Sciences. 19 (5) (pp 208-216), 2003. Date of Publication: 01 May 2003.",Taiwan
Kurume Medical Journal,2006,"Park J.S.

Nagata K.",Double-door laminoplasty using autologous spinous process for the management of cervical myelopathy.,"Kurume Medical Journal. 53 (1-2) (pp 7-12), 2006. Date of Publication: 2006.",Japan
Life Sciences,1999,"Dennis G.C.

Dehkordi O.

Millis R.M.

Said B.

Baganz M.D.","Somatosensory evoked potential, neurological examination and magnetic resonance imaging for assessment of cervical spinal cord decompression.","Life Sciences. 66 (5) (pp 389-397), 2000. Date of Publication: 17 Dec 1999.",USA
Medical Journal Armed Forces India,2006,"Sahoo P.K.

Bhatoe H.S.",Cervical disc replacement for spondylotic myeloradiculopathy.,"Medical Journal Armed Forces India. 62 (2) (pp 112-115), 2006. Date of Publication: April 2006.",India
Medical Journal of the Islamic Republic of Iran,2005,"Haddadian K.

Rezaee O.

Sadeghi S.

Zamani A.M.

Sharifi G.

Asgari A.A.",Cervical spondylotic myelopathy: The pattern of neurologic deficits and improvement following anterior cervical decompression.,"Medical Journal of the Islamic Republic of Iran. 18 (4) (pp 331-335), 2005. Date of Publication: 2005.",Iran
Neurologia Medico-Chirurgica,2001,"Yanaka K.

Noguchi S.

Asakawa H.

Nose T.",Laminoplasty improves respiratory function in elderly patients with cervical spondylotic myelopathy.,"Neurologia Medico-Chirurgica. 41 (10) (pp 488-492), 2001. Date of Publication: 2001.",Japan
Neurologia Medico-Chirurgica,2006,"Uemura K.

Matsumura A.

Isobe T.

Anno I.

Kawamura H.

Minami M.

Tsukada A.",Perfusion-weighted magnetic resonance imaging of the spinal cord in cervical spondylotic myelopathy.,"Neurologia Medico-Chirurgica. 46 (12) (pp 581-587), 2006. Date of Publication: 2006.",Japan
Neurology India,2000,"Praharaj S.S.

Anandh B.

Vasudev M.K.

Kolluri V.R.S.",Laminoplasty: An evaluation of 24 cases.,"Neurology India. 48 (3) (pp 249-254), 2000. Date of Publication: 2000.",India
Neurology India,2004,"Agrawal D.

Sharma B.S.

Gupta A.

Mehta V.S.",Efficacy and results of expansive laminoplasty in patients with severe cervical myelopathy due to cervical canal stenosis.,"Neurology India. 52 (1) (pp 54-58), 2004. Date of Publication: Mar 2004.",India
Neurology India,2004,"Takami T.

Ohata K.

Goto T.

Nishikawa M.

Nishio A.

Tsuyuguchi N.

Hara M.",Lift-up laminoplasty for myelopathy caused by ossification of the posterior longitudinal ligament of the cervical spine.,"Neurology India. 52 (1) (pp 59-63), 2004. Date of Publication: Mar 2004.",Japan
Neurology India,2004,"Vyas K.H.

Banerji D.

Behari S.

Jain S.

Jain V.K.

Chhabra D.K.",C3-4 level cervical spondylotic myelopathy.,"Neurology India. 52 (2) (pp 215-219), 2004. Date of Publication: June 2004.",India
Neurosurgery,2001,"Mizuno J.

Nakagawa H.

Hashizume Y.","Analysis of hypertrophy of the posterior longitudinal ligament of the cervical spine, on the basis of clinical and experimental studies.","Neurosurgery. 49 (5) (pp 1091-1098), 2001. Date of Publication: 2001.",Japan
Neurosurgery,2002,"Tominaga T.

Watabe N.

Takahashi T.

Shimizu H.

Yoshimoto T.

Cooper P.R.

Sonntag V.K.H.

Haid R.

Zee C.-S.",Quantitative assessment of surgical decompression of the cervical spine with cine phase contrast magnetic resonance imaging.,"Neurosurgery. 50 (4) (pp 791-796), 2002. Date of Publication: 01 Apr 2002.",Japan
Neurosurgery,2004,"Goffin J.

Casey A.

Kehr P.

Liebig K.

Lind B.

Logroscino C.

Pointillart V.

Van Calenbergh F.

Van Loon J.

Cooper P.R.

Benzel E.C.

Haid Jr. R.W.

Sonntag V.K.H.

McCormick P.C.

Traynelis V.C.",Preliminary clinical experience with the bryan cervical disc prosthesis.,"Neurosurgery. 51 (3) (pp 840-847), 2002. Date of Publication: 01 Sep 2002.",France
Neurosurgery,2005,"Wang M.Y.

Liu C.Y.",Resorbable polylactic acid interbody spacers with vertebral autograft for anterior cervical discectomy and fusion.,"Neurosurgery. 57 (1) (pp 135-140), 2005. Date of Publication: July 2005.",USA
Neurosurgery,2009,"King Jr. J.T.

Abbed K.M.

Gould G.C.

Benzel E.C.

Ghogawala Z.",Cervical spine reoperation rates and hospital resource utilization after initial surgery for degenerative cervical spine disease in 12 338 patients in Washington state.,"Neurosurgery. 65 (6) (pp 1011-1022), 2009. Date of Publication: December 2009.",USA
Neurosurgical focus,2001,"Bruneau M.

Nisolle J.F.

Gilliard C.

Gustin T.",Anterior cervical interbody fusion with hydroxyapatite graft and plate system.,"Neurosurgical focus. 10 (4) (pp E8), 2001. Date of Publication: 2001.",Belgium
Neurosurgical focus,2002,"Assietti R.

Beretta F.

Arienta C.",Two-level anterior cervical discectomy and cage-assisted fusion without plates.,"Neurosurgical focus. 12 (1) (pp E3), 2002. Date of Publication: 15 Jan 2002.",Italy
Neurosurgical focus,2004,Sekhon L.H.,Cervical arthroplasty in the management of spondylotic myelopathy: 18-month results.,"Neurosurgical focus. 17 (3) (pp E8), 2004. Date of Publication: 15 Sep 2004.",Australia
Neurosurgical Review,2004,"Koc R.K.

Menku A.

Akdemir H.

Tucer B.

Kurtsoy A.

Oktem I.S.",Cervical spondylotic myelopathy and radiculopathy treated by oblique corpectomies without fusion.,"Neurosurgical Review. 27 (4) (pp 252-258), 2004. Date of Publication: October 2004.",Turkey
Neurosurgical Review,2009,"Kast E.

Derakhshani S.

Bothmann M.

Oberle J.",Subsidence after anterior cervical inter-body fusion. A randomized prospective clinical trial.,"Neurosurgical Review. 32 (2) (pp 207-214), 2009. Date of Publication: April 2009.",UK
Orthopaedic surgery,2009,"Zhang Y.Z.

Wang L.F.

Shen Y.

Ding W.Y.

Xu J.X.

He J.",The effects of MRI signal intensity changes and clinical manifestations on prognosis after surgical intervention for cervical spondylotic myelopathy.,"Orthopaedic surgery. 1 (2) (pp 101-106), 2009. Date of Publication: May 2009.",China
Orthopedics and Traumatology,2002,"Tomita K.

Murakami H.

Kawahara N.

Fujita T.",The use of the T-saw for expansive midline laminoplasty in the treatment of cervical myelopathy.,"Orthopedics and Traumatology. 10 (3) (pp 169-178), 2002. Date of Publication: September 2002.",Japan
Orthopedics,2004,"Nagano A.

Miyamoto K.

Hosoe H.

Iinuma N.

Nishimoto H.

Sakaeda H.

Wada E.

Shimizu K.",Surgical treatment for cervical myelopathy in patients aged > 80 years.,"Orthopedics. 27 (1) (pp 45-48), 2004. Date of Publication: January 2004.",Japan
Orthopedics,2004,"Katonis P.

Papadopoulos C.A.

Muffoletto A.

Papagelopoulos P.J.

Hadjipavlou A.G.",Factors associated with good outcome using lateral mass plate fixation.,"Orthopedics. 27 (10) (pp 1080-1086), 2004. Date of Publication: October 2004.",Greece
Orthopedics,2004,"Papadopoulos C.A.

Katonis P.

Papagelopoulos P.J.

Karampekios S.

Hadjipavlou A.G.",Surgical decompression for cervical spondylotic myelopathy: Correlation between operative outcomes and MRI of the spinal cord.,"Orthopedics. 27 (10) (pp 1087-1091), 2004. Date of Publication: October 2004.",Greece
Pan Arab Journal of Neurosurgery,2006,"El-Naggar A.

Orz Y.

Abdel Aziz O.

Fouad W.

Abdeen K.",Surgical choices for cervical OPLL.,"Pan Arab Journal of Neurosurgery. 10 (2) (pp 57-62), 2006. Date of Publication: October 2006.",Egypt
Pan Arab Journal of Neurosurgery,2009,"Taha M.

MacNally L.

Kemeny A.

Radatz M.",Carbon fibre cage vs. autograft for anterior cervical discectomy and interbody fusion: Graft morbidity and clinical outcome.,"Pan Arab Journal of Neurosurgery. 13 (1) (pp 43-47+144), 2009. Date of Publication: July 2009.",UK
Photomedicine and Laser Surgery,2008,"Lee S.-H.

Ahn Y.

Lee J.H.",Laser-assisted anterior cervical corpectomy versus posterior laminoplasty for cervical myelopathic patients with multilevel ossification of the posterior longitudinal ligament.,"Photomedicine and Laser Surgery. 26 (2) (pp 119-127), 2008. Date of Publication: 01 Apr 2008.",South Korea
PloS one,2014,"Zhang Y.

Quan Z.

Zhao Z.

Luo X.

Tang K.

Li J.

Zhou X.

Jiang D.",Evaluation of anterior cervical reconstruction with titanium mesh cages versus nano-hydroxyapatite/polyamide66 cages after 1- or 2-level corpectomy for multilevel cervical spondylotic myelopathy: a retrospective study of 117 patients.,"PloS one. 9 (5) (pp e96265), 2014. Date of Publication: 2014.",China
Radiology,2003,"Demir A.

Ries M.

Moonen C.T.W.

Vital J.-M.

Dehais J.

Arne P.

Caille J.-M.

Dousset V.",Diffusion-weighted MR imaging with apparent diffusion coefficient and apparent diffusion tensor maps in cervical spondylotic myelopathy.,"Radiology. 229 (1) (pp 37-43), 2003. Date of Publication: 01 Oct 2003.",France
Spine Journal,2001,"Satomi K.

Ogawa J.

Ishii Y.

Hirabayashi K.",Short-term complications and long-term results of expansive open-door laminoplasty for cervical stenotic myelopathy.,"Spine Journal. 1 (1) (pp 26-30), 2001. Date of Publication: January/February 2001.",Japan
Spine Journal,2001,"Yoshimatsu H.

Nagata K.

Goto H.

Sonoda K.

Ando N.

Imoto H.

Mashima T.

Takamiya Y.",Conservative treatment for cervical spondylotic myelopathy: Prediction of treatment effects by multivariate analysis.,"Spine Journal. 1 (4) (pp 269-273), 2001. Date of Publication: July/August 2001.",Japan
Spine Journal,2001,"Suetsuna F.

Yokoyama T.

Kenuka E.

Harata S.",Anterior cervical fusion using porous hydroxyapatite ceramics for cervical disc herniation: A two-year follow-up.,"Spine Journal. 1 (5) (pp 348-357), 2001. Date of Publication: September/October 2001.",Japan
Spine Journal,2002,"Epstein N.E.

Silvergleide R.S.

Black K.",Computed tomography validating bony ingrowth into fibula strut allograft: A criterion for fusion.,"Spine Journal. 2 (2) (pp 129-133), 2002. Date of Publication: 04 Mar 2002.",USA
Spine Journal,2004,"Ishihara H.

Kanamori M.

Kawaguchi Y.

Nakamura H.

Kimura T.",Adjacent segment disease after anterior cervical interbody fusion.,"Spine Journal. 4 (6) (pp 624-628), 2004. Date of Publication: November/December 2004.",Japan
Spine Journal,2006,"Ohnari H.

Sasai K.

Akagi S.

Iida H.

Takanori S.

Kato I.","Investigation of axial symptoms after cervical laminoplasty, using questionnaire survey.","Spine Journal. 6 (3) (pp 221-227), 2006. Date of Publication: May/June 2006.",Japan
Spine Journal,2006,"Fong S.Y.

DuPlessis S.J.

Casha S.

Hurlbert R.J.",Design limitations of Bryan disc arthroplasty.,"Spine Journal. 6 (3) (pp 233-241), 2006. Date of Publication: May/June 2006.",Canada
Spine Journal,2007,"Smith P.N.

Balzer J.R.

Khan M.H.

Davis R.A.

Crammond D.

Welch W.C.

Gerszten P.

Sclabassi R.J.

Kang J.D.

Donaldson W.F.","Intraoperative somatosensory evoked potential monitoring during anterior cervical discectomy and fusion in nonmyelopathic patients-a review of 1,039 cases.","Spine Journal. 7 (1) (pp 83-87), 2007. Date of Publication: January/February 2007.",USA
Spine Journal,2009,"Klimo Jr. P.

Peelle M.W.",Use of polyetheretherketone spacer and recombinant human bone morphogenetic protein-2 in the cervical spine: a radiographic analysis.,"Spine Journal. 9 (12) (pp 959-966), 2009. Date of Publication: December 2009.",USA
Spine Journal,2009,"Dean C.L.

Gabriel J.P.

Cassinelli E.H.

Bolesta M.J.

Bohlman H.H.",Degenerative spondylolisthesis of the cervical spine: analysis of 58 patients treated with anterior cervical decompression and fusion.,"Spine Journal. 9 (6) (pp 439-446), 2009. Date of Publication: June 2009.",USA
Spine,2000,"Edwards II C.C.

Heller J.G.

Silcox III D.H.",T-saw laminoplasty for the management of cervical spondylotic myelopathy: Clinical and radiographic outcome.,"Spine. 25 (14) (pp 1788-1794), 2000. Date of Publication: 15 Jul 2000.",USA
Spine,2000,"Bolesta M.J.

Rechtine II G.R.

Chrin A.M.",Three- and four-level anterior cervical discectomy and fusion with plate fixation: A prospective study.,"Spine. 25 (16) (pp 2040-2046), 2000. Date of Publication: 15 Aug 2000.",USA
Spine,2000,"Morio Y.

Yamamoto K.

Teshima R.

Nagashima H.

Hagino H.",Clinicoradiologic study of cervical laminoplasty with posterolateral fusion or bone graft.,"Spine. 25 (2) (pp 190-196), 2000. Date of Publication: 15 Jan 2000.",Japan
Spine,2000,"Chiba K.

Toyama Y.

Watanabe M.

Maruiwa H.

Matsumoto M.

Hirabayashi K.",Impact of longitudinal distance of the cervical spine on the results of expansive open-door laminoplasty.,"Spine. 25 (22) (pp 2893-2898), 2000. Date of Publication: 15 Nov 2000.",Japan
Spine,2000,"Abumi K.

Ito M.

Kaneda K.",Surgical treatment of cervical destructive spondyloarthropathy (DSA).,"Spine. 25 (22) (pp 2899-2905), 2000. Date of Publication: 15 Nov 2000.",Japan
Spine,2000,"Matsumoto M.

Toyama Y.

Ishikawa M.

Chiba K.

Suzuki N.

Fujimura Y.",Increased signal intensity of the spinal cord on magnetic resonance images in cervical compressive myelopathy: Does it predict the outcome of conservative treatment?.,"Spine. 25 (6) (pp 677-682), 2000. Date of Publication: 15 Mar 2000.",Japan
